compound_id	pert_id	smiles	SAFE
P-1075	BRD-K00206590	CCC(C)(C)N=C(NC#N)Nc1cccnc1	CCC(C)(C)N=C(N2)NC#N.c12cccnc1
RU-24969	BRD-K00234327	COc1ccc2[nH]cc(C3=CCNCC3)c2c1	c14ccc2[nH]cc(C3=CCNCC3)c2c1.CO4
PPT	BRD-K00312224	CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1	c13c5nn4c16.c15ccc(O)cc1.c14ccc(O)cc1.c16ccc(O)cc1.CCC3
RITA	BRD-K00317371	OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1	c14ccc6s1.c16ccc7o1.c17ccc5s1.OC4.C5O
NU-7441	BRD-K00337317	O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12	c16cccc2c1sc1ccccc12.O=c1cc5oc2c6cccc12.N15CCOCC1
Ro-08-2750	BRD-K00486786	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O
midazolam	BRD-K00532621	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
ticlopidine	BRD-K00603606	Clc1ccccc1CN1CCc2sccc2C1	N13CCc2sccc2C1.Clc1ccccc14.C34
altanserin	BRD-K00610438	O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1	n17c(=S)[nH]c2ccccc2c1=O.c16ccc(F)cc1.C15CCN4CC1.O=C56.C4C7
AG-14361	BRD-K00615600	CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1	c17nc2cccc3c2n1CCNC3=O.c16ccc7cc1.CN5C.C56
tubastatin-a	BRD-K00627859	CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1	CN1CCc2c(c3ccccc3n25)C1.c16ccc4cc1.C4(=O)NO.C56
6-aminochrysene	BRD-K00656370	Nc1cc2c3ccccc3ccc2c2ccccc12	Nc1cc2c3ccccc3ccc2c2ccccc12
CL-218872	BRD-K00662280	Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12	Cc1nnc2ccc5nn12.c15cccc4c1.C4(F)(F)F
famotidine	BRD-K00673382	NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1	NC(N)=Nc1nc4cs1.C3CC(N)=NS(N)(=O)=O.C24.S23
CL-82198	BRD-K00675675	O=C(NCCCCN1CCOCC1)c1cc2ccccc2o1	c16cc2ccccc2o1.N15CCOCC1.C4CCC5.O=C36.N34
thenoyltrifluoroacetone	BRD-K00959089	O=C(CC(=O)C(F)(F)F)c1cccs1	O=C2CC(=O)C(F)(F)F.c12cccs1
finasteride	BRD-K01095011	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	C17CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C.CC6(C)C.C57=O.N56
tyrphostin-AG-112	BRD-K01192156	N#CC(=Cc1ccc(O)cc1)C(N)=C(C#N)C#N	C=2c1ccc(O)cc1.N#CC=2C=3N.C=3(C#N)C#N
SB-590885	BRD-K01253243	CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4=NO)[nH]2)cc1	c1%10ccc2c(c1)CCC2=NO.c16ccc8cc1.c18nc9c%10[nH]1.c19ccncc1.CN7C.C7C5.O56
pimozide	BRD-K01292756	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	O=c1[nH]c2ccccc2n16.C16CCN3CC1.c14ccc(F)cc1.c15ccc(F)cc1.C3CCC45
XMD-1150	BRD-K01436366	COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C	c16ncc2c(n1)N(C)c1ccccc1C(=O)N2C.c15cc9ccc17.N14CCC8CC1.N18CCN(C)CC1.C49=O.CO5.N67
apigenin	BRD-K01493881	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	O=c1cc3oc2cc(O)cc(O)c12.c13ccc(O)cc1
dibenzoylmethane	BRD-K01555864	O=C(CC(=O)c1ccccc1)c1ccccc1	O=C2CC3=O.c13ccccc1.c12ccccc1
pyrazolanthrone	BRD-K01567962	O=C1c2ccccc2-c2n[nH]c3cccc1c23	O=C1c2ccccc2-c2n[nH]c3cccc1c23
meropenem	BRD-K01612348	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12	C16C(=O)N2C(C(=O)O)=C(S7)C(C)C12.C17CNC5C1.CC6O.C45=O.N4(C)C
docosatrienoic-acid	BRD-K01624546	CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O	C=3CCCCCCCCCCCC(=O)O.C=1CC=2.C=2CC=3.CCC=1
rilmenidine	BRD-K01638814	C1COC(NC(C2CC2)C2CC2)=N1	C1COC(N3)=N1.C345.C14CC1.C15CC1
LE-300	BRD-K01648091	CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1	CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1
indatraline	BRD-K01649396	CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21	CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21
diphenidol	BRD-K01663662	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	OC34CCC2.N12CCCCC1.c13ccccc1.c14ccccc1
fluoropyruvate	BRD-K01779529	O=C(O)C(=O)CF	O=C(O)C(=O)CF
indole-3-carbinol	BRD-K01815685	OCc1c[nH]c2ccccc12	c13c[nH]c2ccccc12.OC3
pirinixic-acid	BRD-K01902415	Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C	Cc1cccc5c1C.c14cc(Cl)nc6n1.C3C(=O)O.N45.S36
olaparib	BRD-K02113016	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1	c18n[nH]c(=O)c2ccccc12.c17cc9ccc1F.N14CCN5CC1.O=C47.C56=O.C16CC1.C89
JNJ-38877605	BRD-K02123250	Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1	c18ccc2nnc6n2n1.c17ccc2ncccc2c1.Cn1cc8cn1.C67(F)F
panobinostat	BRD-K02130563	Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1	Cc1[nH]c2ccccc2c16.c17ccc(C=5)cc1.C=5C(=O)NO.C6C3.N34.C47
milnacipran	BRD-K02227374	CCN(CC)C(=O)C1(c2ccccc2)CC1CN	c18ccccc1.C168CC17.N345.C36=O.CC4.C5C.C7N
amoxapine	BRD-K02265150	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
cefotiam	BRD-K02275692	CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1	C6C1=C(C(=O)O)N2C(=O)C7C2SC1.n18nnnc1%10.c19csc(N)n1.C4(=O)C9.CN5C.C5C8.S6%10.N47
GR-32191	BRD-K02283807	O=C(O)CCC=CCCC1C(OCc2ccc(-c3ccccc3)cc2)CC(O)C1N1CCCCC1	C18C5CC(O)C16.c19ccc%10cc1.O=C(O)CCC=7.c1%10ccccc1.N16CCCCC1.C=7CC8.O45.C49
caffeine	BRD-K02404261	Cn1c(=O)c2c(ncn2C)n(C)c1=O	Cn1c(=O)c2c(ncn2C)n(C)c1=O
parbendazole	BRD-K02407574	CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1	c16ccc2[nH]c5nc2c1.CCCC6.C34=O.N45.O3C
QS-11	BRD-K02526760	OCC(Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1	c17nc4nc2c1ncn28.c15ccc2c(c1)CCC2.c1%10ccc%11cc1.c19ccccc1.c1%11ccccc1.OCC6C9.N67.O45.C8%10
protein-tyrosine-phosphatase-inhibitor-IV	BRD-K02581333	CC(C)(c1ccc(NS(=O)(=O)C(F)(F)F)cc1)c1ccc(C(C)(C)c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1	c17ccc5cc1.S3(=O)(=O)C(F)(F)F.c18ccc9cc1.c1%10cccc6c1.S4(=O)(=O)C(F)(F)F.CC78C.C9%10(C)C.N35.N46
O-2050	BRD-K02590140	CC1=CCC2C(C1)c1c(O)cc(CC#CCCCNS(C)(=O)=O)cc1OC2(C)C	CC1=CCC2C(C1)c1c(O)cc5cc1OC2(C)C.C5C#CCCC3.S4(C)(=O)=O.N34
tubocurarine	BRD-K02607075	COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4cccc(c4)CC3N(C)CC2)CC[N+]1(C)C	c15cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc6c(O)c4Oc4cccc(c4)CC3N(C)CC2)CC[N+]1(C)C.CO5.O6C
celecoxib	BRD-K02637541	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	c14ccc(S(N)(=O)=O)cc1.Cc1ccc5cc1.c15cc3nn14.C3(F)(F)F
hydrastine-(1r,-9s)	BRD-K02715688	COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3	c14ccc2c(c15)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3.CO4.O5C
minaprine	BRD-K02867583	Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	Cc1cc6nnc15.c16ccccc1.N14CCOCC1.C3C4.N35
BMS-299897	BRD-K02950022	CC(c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1	S3(=O)(=O)c1ccc(Cl)cc1.c15ccc(F)cc16.c14cc(F)ccc1F.C6CCC(=O)O.CC25.N234
naringin	BRD-K02953697	CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O	c18cc(O)c2c(c1)OC%10CC2=O.CC1OC5C(O)C(O)C1O.C17C6OC9C(O)C1O.c1%10ccc(O)cc1.O57.O68.C9O
SU-11274	BRD-K02965346	Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1	C1=9C(=O)Nc2ccc(S6(=O)=O)cc21.Cc1[nH]c(C=9)c(C)c18.c17cccc(Cl)c1.N15CCN(C)CC1.N67C.C58=O
lamivudine	BRD-K02992638	Nc1ccn(C2CSC(CO)O2)c(=O)n1	Nc1ccn4c(=O)n1.C14CSC3O1.C3O
NSC-663284	BRD-K03109492	O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21	O=C1C(Cl)=C(N3)C(=O)c2ncccc21.N14CCOCC1.C3C4
maprotiline	BRD-K03319035	CNCCCC12CCC(c3ccccc31)c1ccccc12	C4CCC12CCC(c3ccccc31)c1ccccc12.CN4
roquinimex	BRD-K03384561	CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1	c15c(O)c2ccccc2n(C)c1=O.c14ccccc1.CN34.C35=O
azacitidine	BRD-K03406345	Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1	Nc1ncn4c(=O)n1.C14OC3C(O)C1O.C3O
boldine	BRD-K03440695	COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C	c14cc2c(cc1O)CC1c3c(cc(O)c5c3-2)CCN1C.CO4.O5C
sappanone-a	BRD-K03557653	COc1ccc2c(c1)OCC(=Cc1ccc(OC)c(OC)c1)C2=O	c13ccc2c(c1)OCC=6C2=O.C=6c1ccc4c5c1.CO3.O4C.O5C
catechin	BRD-K03600606	O=C(Oc1cc(OC(=O)c2ccccc2)c2c(c1)OC(c1ccc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)c1)C(OC(=O)c1ccccc1)C2)c1ccccc1	c1%17cc%18c2c(c1)OC%11C%16C2.c1%11ccc%19c5c1.c17ccccc1.c18ccccc1.c19ccccc1.c1%10ccccc1.c16ccccc1.O=C46.C%127=O.C%138=O.C%149=O.C%15%10=O.O4%17.O%12%18.O%13%19.O%145.O%15%16
AY-9944	BRD-K03642198	Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1	Clc1ccccc19.C17CCC8CC1.c1%10ccccc1Cl.C39.N34.C47.C58.N56.C6%10
tyrphostin-AG-82	BRD-K03670461	N#CC(C#N)=Cc1cc(O)c(O)c(O)c1	C=2c1cc(O)c(O)c(O)c1.N#CC=2C#N
rottlerin	BRD-K03816923	CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)C=Cc4ccccc4)c2O)OC(C)(C)C=C3)c1O	c19c(O)c6c2c(c1O)C=CC(C)(C)O2.c15c(O)c8c(O)c(C)c1O.C=7c1ccccc1.C6(=O)C=7.CC5=O.C89
penitrem-a	BRD-K03842655	C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O	C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O
ethisterone	BRD-K03981224	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
prostaglandin-a1	BRD-K04010869	CCCCCC(O)C=CC1C=CC(=O)C1CCCCCCC(=O)O	C3CCCCCC(=O)O.CCCCCC(O)C=2.C=2C1C=CC(=O)C13
equilin	BRD-K04046242	CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O	CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O
raclopride	BRD-K04111260	CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC	c16c3c(Cl)cc(Cl)c1O.N14CCCC17.C26=O.CC4.C57.N25.O3C
GW-441756	BRD-K04146668	Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21	Cn1cc(C=4)c2ccccc21.C1=4C(=O)Nc2cccnc21
psoromic-acid	BRD-K04170657	COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2	c13cc4c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2.C4(=O)O.CO3
oxybuprocaine	BRD-K04185004	CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N	c15cc9ccc1N.CCCC3.C29=O.C4C6.N678.O35.O24.C7C.C8C
oxcarbazepine	BRD-K04196797	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	N13c2ccccc2CC(=O)c2ccccc21.NC3=O
tamoxifen	BRD-K04210847	CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	C=5(c1ccc3cc1)c1ccc(O)cc1.CCC=5c1ccccc1.C2C4.N4(C)C.O23
tramadol	BRD-K04412738	COc1cccc(C2(O)CCCCC2CN(C)C)c1	C16(O)CCCCC15.c13cccc6c1.N4(C)C.CO3.C45
SB-222200	BRD-K04414442	CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1	c15c(C)c7nc2ccccc12.c17ccccc1.c16ccccc1.CCC46.C35=O.N34
7-nitroindazole	BRD-K04430056	O=[N+]([O-])c1cccc2cn[nH]c12	O=[N+]([O-])c1cccc2cn[nH]c12
Merck60	BRD-K04466929	CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1	c17cc9ccc1N.c16ccc8cc1.c19cccs1.CC4=O.C58=O.N46.N57
JAK3-inhibitor-VI	BRD-K04546108	O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1	O=C1Nc2ccc5cc2C1=4.c15cccnc1.C=4c1ccc[nH]1
epirubicin	BRD-K04548931	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1	c15cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC6(O)CC3O4.C14CC(N)C(O)C(C)O1.C6(=O)CO.CO5
hexamethylenebisacetamide	BRD-K04710043	CC(=O)NCCCCCCNC(C)=O	C3CCCCC4.CC1=O.C2(C)=O.N13.N24
GSK-1904529A	BRD-K04833372	CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1	c19c%10nc2ccccn12.c18cc%15c%12cc1%17.c1%10ccc%11c7c1.c1%16c(F)cccc1F.c1%14nccc9n1.N1%17CCC%18CC1.N1%18CCN%13CC1.S%13(C)(=O)=O.C67=O.CC8.N%14%15.O%11C.N6%16.O%12C
LDN-193189	BRD-K04853698	c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1	c1ccc2c8ccnc2c1.c18cnn2cc9cnc12.c19ccc7cc1.N17CCNCC1
FTase-inhibitor-B581	BRD-K04877770	CSCCC(NC(=O)C(Cc1ccccc1)NCC(NCC(N)CS)C(C)C)C(=O)O	C8CC3C(=O)O.C2(=O)C4C9.c19ccccc1.C5C6C(C)C.C7C(N)CS.CS8.N23.N45.N67
AKT-inhibitor-1-2	BRD-K04887706	O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1	c19nc2cc3[nH]cnc3cc2nc1%10.O=c1[nH]c2ccccc2n18.C18CCN6CC1.c17ccc9cc1.c1%10ccccc1.C67
GSK-3-inhibitor-IX	BRD-K04923131	O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2C1=NO	O=C1Nc2cc(Br)ccc2C1=3.C1=3Nc2ccccc2C1=NO
aminogenistein	BRD-K04976539	Nc1ccc(-c2cc(=O)c3cc(O)ccc3o2)cc1	c14cc(=O)c2cc(O)ccc2o1.Nc1ccc4cc1
cefixime	BRD-K04993501	C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1	C=CC1=C(C(=O)O)N2C(=O)C6C2SC1.C4(=O)C(=NO5)c1csc(N)n1.C5C(=O)O.N46
PD-184352	BRD-K05104363	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	c15ccc(F)c(F)c13.c14ccc(I)cc1Cl.O=C5NO2.C16CC1.C26.N34
ZK-164015	BRD-K05151076	CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21	CCCCCS(=O)(=O)CCCCCCCCCC3.n13c4c(C)c2cc(O)ccc21.c14ccc(O)cc1
NGB-2904	BRD-K05181084	O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2	c17ccc2c(c1)Cc1ccccc1-2.c16cccc(Cl)c1Cl.N15CCN6CC1.C4CCC5.O=C37.N34
L-741626	BRD-K05181463	OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1	c15c[nH]c2ccccc12.OC16CCN4CC1.c16ccc(Cl)cc1.C45
oligomycin-c	BRD-K05350981	CCC1C=CC=CCC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C	C14C=CC=CCC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C3O1)C2C.C3C(C)O.CC4
nicotine	BRD-K05395900	CN1CCCC1c1cccnc1	CN1CCCC12.c12cccnc1
15-delta-prostaglandin-j2	BRD-K05396879	CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O	C1=3C(=O)C=CC15.C=4CCCC(=O)O.CCCCCC=2.C=2C=3.C5C=4
HA-1004	BRD-K05434375	N=C(N)NCCNS(=O)(=O)c1cccc2cnccc12	S5(=O)(=O)c1cccc2cnccc12.N=C(N)N3.C3C4.N45
JX-401	BRD-K05464208	COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1	c14cc8ccc15.N13CCC6CC1.c17ccccc1.C35=O.CO4.S8C.C67
L-745870	BRD-K05528470	Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1	c17c[nH]c2ncccc12.Clc1ccc6cc1.N16CCN5CC1.C57
DL-PDMP	BRD-K05653692	CCCCCCCCCC(=O)NC(CN1CCOCC1)C(O)c1ccccc1	CCCCCCCCCC2=O.C3(C4)C5O.N14CCOCC1.c15ccccc1.N23
raltegravir	BRD-K05658747	Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1	c1%10nc9c(O)c(=O)n1C.c1%11ccc(F)cc1.Cc1nnc8o1.C6%10(C)C.C48=O.C59=O.N46.N57.C7%11
dicloxacillin	BRD-K05673000	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	C14C(=O)N2C1SC(C)(C)C25.c17c(Cl)cccc1Cl.Cc1onc7c16.C36=O.C5(=O)O.N34
isoeugenol	BRD-K05737787	Cc1cc(=O)c2c(O)cc(O)c(C)c2o1	Cc1cc(=O)c2c(O)cc(O)c(C)c2o1
AZ-628	BRD-K05804044	Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1	c16ccc2ncn(C)c(=O)c2c1.Cc1ccc4cc15.c17cccc8c1.C8(C)(C)C#N.C37=O.N34.N56
terguride	BRD-K05901394	CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1	C19CC2c3cccc4[nH]cc(c34)CC2N(C)C1.N578.C56=O.CC7.C8C.N69
limonin	BRD-K05906022	CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321	CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C4OC(=O)C3OC321.c14ccoc1
lenalidomide	BRD-K05926469	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O	Nc1cccc2c1CN3C2=O.C13CCC(=O)NC1=O
fluconazole	BRD-K05977355	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	c14ccc(F)cc1F.OC4(C2)C3.n12cncn1.n13cncn1
tenovin-1	BRD-K05977823	CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1	c15ccc6cc1.c17ccc8cc1.N6C(=S)N4.C8(C)(C)C.CC3=O.C47=O.N35
DH-97	BRD-K06014311	CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12	c16c5[nH]c2ccccc12.CCCCC3=O.c17ccccc1.C4C6.N34.C57
N-arachidonyl-GABA	BRD-K06024458	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCCC(=O)O	C=6CCCC1=O.CCCCCC=3.C2CCC(=O)O.C=3CC=4.C=4CC=5.C=5CC=6.N12
eicosatetraynoic-acid	BRD-K06080977	CCCCCC#CCC#CCC#CCC#CCCCC(=O)O	CCCCCC#CCC#CCC#CCC#CCCCC(=O)O
telenzepine	BRD-K06147391	Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O	Cc1scc2c1N3c1ccccc1NC2=O.N14CCN(C)CC1.C3(=O)C4
CCMQ	BRD-K06159959	O=C(O)Cc1cc2ccccc2nc1C(=O)O	c14cc2ccccc2nc13.O=C(O)C4.C3(=O)O
isorotenone	BRD-K06198550	COc1cc2c(cc1OC)C1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2	c15cc2c(cc16)C1C(=O)c3ccc4oc7cc4c3OC1CO2.C7(C)C.CO5.O6C
YS-035	BRD-K06208435	COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC	c13ccc9cc16.c1%10ccc4c5c1.C9C7.N78C.C8C%10.CO3.O4C.O5C.O6C
DUP-697	BRD-K06221026	CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1	CS(=O)(=O)c1ccc4cc1.c14cc(Br)sc13.c13ccc(F)cc1
LY-364947	BRD-K06234293	c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1	c15ccnc2ccccc12.c1ccc4nc1.c14n[nH]cc15
tizanidine	BRD-K06335600	Clc1ccc2nsnc2c1NC1=NCCN1	Clc1ccc2nsnc2c13.N3C1=NCCN1
pramipexole	BRD-K06388322	CCCNC1CCc2nc(N)sc2C1	C14CCc2nc(N)sc2C1.CCC3.N34
ryuvidine	BRD-K06426971	Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1	N4C1=CC(=O)c2sc(C)nc2C1=O.Cc1ccc4cc1
corynanthine	BRD-K06467078	COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	C17C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21.C67=O.CO6
bisindolylmaleimide-ix	BRD-K06543683	Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21	Cn1cc(C2=C(c3cn6c4ccccc34)C(=O)NC2=O)c2ccccc21.C6CC5.S5C(=N)N
LE-135	BRD-K06593056	CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21)C(C)(C)CCC3(C)C	CN1c2cc3c(cc2N=C(c2ccc4cc2)c2ccccc21)C(C)(C)CCC3(C)C.C4(=O)O
YM-90709	BRD-K06712146	COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2	c15cc2c(cc16)-c1cc3nc4ccccc4nc3n1C(C)(C)C2.CO5.O6C
GSK-1059615	BRD-K06750613	O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1	C=5c1ccc2nccc6c2c1.O=C1NC(=O)C=5S1.c16ccncc1
nobiletin	BRD-K06753942	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC	c1%10cc(=O)c2c5c6c7c8c2o1.c14ccc%10cc19.CO4.O5C.O6C.O7C.O8C.O9C
narciclasine	BRD-K06792661	O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3	O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3
1,2,3,4,5,6-hexabromocyclohexane	BRD-K06817181	BrC1C(Br)C(Br)C(Br)C(Br)C1Br	BrC1C(Br)C(Br)C(Br)C(Br)C1Br
AM-580	BRD-K06854232	CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21	CC1(C)CCC(C)(C)c2cc6ccc21.c15ccc7cc1.C46=O.C7(=O)O.N45
deferiprone	BRD-K06878038	Cc1c(O)c(=O)ccn1C	Cc1c(O)c(=O)ccn1C
